,scientificName,redlistCategory,populationTrend
560,Trimeresurus truongsonensis,Endangered,Unknown
561,Calamaria yunnanensis,Endangered,Unknown
562,Trimeresurus honsonensis,Vulnerable,Stable
563,Elaphe moellendorffi,Vulnerable,Decreasing
564,Oligodon booliati,Critically Endangered,Unknown
565,Trimeresurus buniana,Endangered,Unknown
566,Gloydius shedaoensis,Vulnerable,Unknown
567,Naja atra,Vulnerable,Decreasing
568,Thermophis zhaoermii,Endangered,Decreasing
569,Euprepiophis perlacea,Endangered,Decreasing
570,Boiga saengsomi,Endangered,Unknown
571,Protobothrops mangshanensis,Endangered,Decreasing
572,Trimeresurus nebularis,Vulnerable,Unknown
573,Trimeresurus kanburiensis,Endangered,Unknown
574,Calamaria prakkei,Critically Endangered,Decreasing
575,Bungarus slowinskii,Vulnerable,Unknown
576,Tetralepis fruhstorferi,Vulnerable,
577,Naja mandalayensis,Vulnerable,Decreasing
578,Conus lugubris,Critically Endangered,Decreasing
579,Conus jeanmartini,Vulnerable,Unknown
580,Conus decoratus,Vulnerable,Decreasing
581,Conus duffyi,Vulnerable,Unknown
582,Conus cuneolus,Endangered,Decreasing
583,Conus julii,Vulnerable,Unknown
584,Conus henckesi,Vulnerable,Unknown
585,Conus compressus,Vulnerable,Unknown
586,Conus hennequini,Vulnerable,Unknown
587,Conus felitae,Vulnerable,Stable
588,Conus echinophilus,Endangered,Decreasing
589,Conus xicoi,Vulnerable,Stable
590,Conus mercator,Endangered,Unknown
591,Conus thevenardensis,Vulnerable,Unknown
592,Conus tacomae,Vulnerable,Unknown
593,Conus bruguieresi,Endangered,Decreasing
594,Conus teodorae,Vulnerable,Stable
595,Conus stearnsii,Vulnerable,Unknown
596,Conus immelmani,Vulnerable,Decreasing
597,Conus crotchii,Endangered,Stable
598,Conus belairensis,Endangered,Decreasing
599,Conus fontonae,Vulnerable,Stable
600,Conus allaryi,Vulnerable,Unknown
601,Conus salreiensis,Critically Endangered,Decreasing
602,Conus guinaicus,Vulnerable,Unknown
603,Conus mordeirae,Critically Endangered,Decreasing
604,Conus richardbinghami,Vulnerable,Unknown
605,Conus anabathrum,Vulnerable,Unknown
606,Conus cloveri,Endangered,Stable
607,Conus rawaiensis,Vulnerable,Unknown
608,Conus hybridus,Endangered,Decreasing
609,Conus melvilli,Vulnerable,
610,Conus ateralbus,Endangered,Stable
611,Conus unifasciatus,Endangered,Unknown
612,Conus hieroglyphus,Vulnerable,Unknown
613,Conus regonae,Vulnerable,Stable
614,Conus fernandesi,Endangered,Unknown
615,Conus ardisiaceus,Vulnerable,Decreasing
616,Conus cuvieri,Vulnerable,
617,Chiapaheros grammodes,Vulnerable,Unknown
618,Herichthys bartoni,Endangered,Decreasing
619,Herichthys labridens,Endangered,Decreasing
620,Herichthys tamasopoensis,Vulnerable,Stable
621,Leptobrachella applebyi,Endangered,Decreasing
622,Etheostoma lugoi,Critically Endangered,Decreasing
623,Sicyopterus eudentatus,Endangered,Decreasing
624,Rasbora tawarensis,Critically Endangered,Decreasing
625,Gobiodon axillaris,Vulnerable,Unknown
626,Callulina hanseni,Critically Endangered,Unknown
627,Callulina kanga,Critically Endangered,Unknown
628,Callulina laphami,Critically Endangered,Unknown
629,Callulina shengena,Critically Endangered,Unknown
630,Protobothrops trungkhanhensis,Endangered,Unknown
631,Takifugu chinensis,Critically Endangered,Decreasing
632,Takifugu plagiocellatus,Endangered,Unknown
633,Balistes punctatus,Vulnerable,Decreasing
634,Canthigaster marquesensis,Vulnerable,Unknown
635,Chelonodon pleurospilus,Endangered,Unknown
636,Canthigaster cyanetron,Endangered,Unknown
637,Arothron inconditus,Vulnerable,Unknown
638,Canthigaster sanctaehelenae,Endangered,Unknown
639,Trimeresurus rubeus,Vulnerable,Decreasing
640,Cnemaspis otai,Vulnerable,Unknown
641,Hemidactylus albofasciatus,Vulnerable,Unknown
642,Hemidactylus gujaratensis,Vulnerable,Unknown
643,Albula glossodonta,Vulnerable,Decreasing
644,Bolitoglossa daryorum,Endangered,Decreasing
645,Bolitoglossa eremia,Endangered,Decreasing
646,Bolitoglossa huehuetenanguensis,Critically Endangered,Decreasing
647,Bolitoglossa kaqchikelorum,Endangered,Decreasing
648,Bolitoglossa la,Endangered,Decreasing
649,Bolitoglossa ninadormida,Critically Endangered,Decreasing
650,Bolitoglossa nussbaumi,Critically Endangered,Decreasing
651,Bolitoglossa pacaya,Endangered,Decreasing
652,Bolitoglossa tzultacaj,Critically Endangered,Decreasing
653,Bolitoglossa xibalba,Endangered,Unknown
654,Rhamdia reddelli,Critically Endangered,Unknown
655,Rhamdia zongolicensis,Vulnerable,Unknown
656,Kaestlea laterimaculata,Vulnerable,Unknown
657,Rhincodon typus,Endangered,Decreasing
658,Eleutherodactylus diplasius,Endangered,Unknown
659,Eleutherodactylus notidodes,Endangered,Decreasing
660,Eleutherodactylus sommeri,Endangered,Unknown
661,Mylothris atewa,Vulnerable,Unknown
662,Pseudophilotes sinaicus,Critically Endangered,Decreasing
663,Polyommatus bollandi,Critically Endangered,Unknown
664,Gyraulus pamphylicus,Vulnerable,Unknown
665,Paramesotriton longliensis,Vulnerable,Decreasing
666,Megophrys sangzhiensis,Critically Endangered,Decreasing
667,Diancta macrostoma,Vulnerable,Unknown
668,Fijianella calciphila,Vulnerable,Unknown
669,Fijianella cornucopia,Vulnerable,Unknown
670,Fijianella laddi,Vulnerable,Unknown
671,Fijiopoma liberata,Endangered,Unknown
672,Gonatorhaphe lauensis,Critically Endangered,Unknown
673,Gonatorhaphe stricta,Endangered,Unknown
674,Lagivala minusculus,Vulnerable,Unknown
675,Macropalaina pomatiaeformis,Endangered,Unknown
676,Microcharopa mimula,Vulnerable,Unknown
677,Omphalotropis ingens,Critically Endangered,Unknown
678,Palaina godeffroyana,Vulnerable,Unknown
679,Palaina subregularis,Vulnerable,Unknown
680,Palaina taviensis,Endangered,Unknown
681,Placostylus elobatus,Vulnerable,Unknown
682,Placostylus graeffei,Endangered,Decreasing
683,Placostylus hoyti,Endangered,Decreasing
684,Placostylus kantavuensis,Endangered,Unknown
685,Placostylus malleatus,Vulnerable,Decreasing
686,Placostylus mbengensis,Critically Endangered,Unknown
687,Placostylus ochrostoma,Endangered,Unknown
688,Placostylus seemanni,Endangered,Unknown
689,Priceconcha tuvuthaensis,Critically Endangered,Unknown
690,Sinployea adposita,Vulnerable,Unknown
691,Sinployea godeffroyana,Vulnerable,Unknown
692,Sinployea inermis,Vulnerable,Unknown
693,Sinployea monstrosa,Vulnerable,Unknown
694,Sinployea lauenis,Vulnerable,Unknown
695,Sinployea recursa,Vulnerable,Unknown
696,Thaumatodon laddi,Vulnerable,Unknown
697,Trochomorpha accurata,Vulnerable,Stable
698,Trochomorpha moalensis,Critically Endangered,Unknown
699,Trochomorpha tuvuthae,Critically Endangered,Unknown
700,Zyzzyxdonta alata,Vulnerable,Unknown
701,Sason sechellanum,Endangered,Unknown
702,Idioctis intertidalis,Critically Endangered,Unknown
703,Conothele truncicola,Critically Endangered,Decreasing
704,Nesiergus gardineri,Critically Endangered,Unknown
705,Nesiergus halophilus,Critically Endangered,Unknown
706,Larinia dasia,Endangered,Unknown
707,Prasonica anarillea,Endangered,Unknown
708,Prasonicella marsa,Endangered,Unknown
709,Clubiona mahensis,Endangered,Unknown
710,Clubiona nigrimaculosa,Endangered,Unknown
711,Paccius quadridentatus,Critically Endangered,Unknown
712,Apolania segmentata,Critically Endangered,Unknown
713,Microdrassus inaudax,Critically Endangered,Unknown
714,Xerophaeus espoir,Vulnerable,Unknown
715,Euso muehlenbergi,Critically Endangered,Unknown
716,Ouette ouette,Vulnerable,Unknown
717,Roche roche,Vulnerable,Unknown
718,Cousinea keeleyi,Vulnerable,Unknown
719,Farqua quadrimaculata,Critically Endangered,Unknown
720,Gamasomorpha austera,Critically Endangered,Unknown
721,Gamasomorpha mornensis,Endangered,Unknown
722,Ischnothyrella jivani,Critically Endangered,Unknown
723,Ischnothyreus serpentinum,Endangered,Unknown
724,Lionneta gerlachi,Critically Endangered,Unknown
725,Lionneta mahensis,Endangered,Unknown
726,Lionneta orophila,Endangered,Unknown
727,Lionneta praslinensis,Endangered,Unknown
728,Lionneta savyi,Endangered,Unknown
729,Lionneta sechellensis,Endangered,Unknown
730,Lionneta silhouettei,Endangered,Unknown
731,Lionneta veli,Endangered,Unknown
732,Brignolia trichinalis,Vulnerable,Unknown
733,Opopaea probosciella,Critically Endangered,Unknown
734,Opopaea suspecta,Critically Endangered,Unknown
735,Orchestina justini,Endangered,Unknown
736,Orchestina maureen,Critically Endangered,Unknown
737,Orchestina sechellorum,Endangered,Unknown
738,Patri david,Endangered,Unknown
739,Prida sechellensis,Endangered,Unknown
740,Silhouettella curieusei,Vulnerable,Unknown
741,Stenoonops opisthornatus,Endangered,Unknown
742,Hybosida dauban,Critically Endangered,Unknown
743,Hybosida lucida,Critically Endangered,Unknown
744,Steriphopus lacertosus,Critically Endangered,Unknown
745,Cenemus culiculus,Vulnerable,Unknown
746,Cenemus mikehilli,Endangered,Unknown
747,Cenemus silhouette,Endangered,Unknown
748,Spermophorides lascars,Critically Endangered,Unknown
749,Prodida stella,Critically Endangered,Unknown
750,Baviola braueri,Vulnerable,Unknown
751,Baviola luteosignata,Endangered,Unknown
752,Baviola vanmoli,Vulnerable,Unknown
753,Carrhotus bellus,Vulnerable,Unknown
754,Cynapes wrighti,Endangered,Unknown
755,Goleba pallens,Vulnerable,Unknown
756,Hasarius mahensis,Critically Endangered,Unknown
757,Hasarius rufociliatus,Vulnerable,Unknown
758,Hispo alboclypea,Endangered,Unknown
759,Hispo striolata,Endangered,Unknown
760,Microbianor golovatchi,Endangered,Unknown
761,Pseudicius seychellensis,Endangered,Unknown
762,Sadies fulgida,Vulnerable,Unknown
763,Sadies gibbosa,Endangered,Unknown
764,Sadies seychellensis,Vulnerable,Unknown
765,Sadies trifasciata,Endangered,Decreasing
766,Salpesia soricina,Endangered,Unknown
767,Scytodes pholcoides,Endangered,Unknown
768,Soeuria soeur,Vulnerable,Unknown
769,Anapistula seychellensis,Endangered,Unknown
770,Patu silho,Critically Endangered,Unknown
771,Seychellia lodoiceae,Critically Endangered,Unknown
772,Seychellia wiljoi,Endangered,Unknown
773,Galaxias neocaledonicus,Endangered,Decreasing
774,Akihito futuna,Critically Endangered,Decreasing
775,Sicyopterus rapa,Endangered,Unknown
776,Sicyopterus sarasini,Endangered,Decreasing
777,Smilosicyopus sasali,Endangered,Decreasing
778,Stenogobius keletaona,Vulnerable,Unknown
779,Stiphodon discotorquatus,Critically Endangered,Decreasing
780,Stiphodon julieni,Endangered,Unknown
781,Stiphodon rubromaculatus,Critically Endangered,Unknown
782,Ceuthomantis smaragdinus,Vulnerable,Unknown
783,Mariblemma pandani,Endangered,Unknown
784,Tetrablemma benoiti,Endangered,Unknown
785,Mesida thorelli,Vulnerable,Unknown
786,Tylorida mornensis,Endangered,Unknown
787,Argyrodella pusillus,Vulnerable,Stable
788,Argyrodes chionus,Endangered,Unknown
789,Argyrodes cognatus,Vulnerable,Unknown
790,Argyrodes fissifrontellus,Vulnerable,Unknown
791,Bardala labarda,Endangered,Unknown
792,Dipoena hasra,Endangered,Unknown
793,Dipoena pristea,Endangered,Unknown
794,Euryopis helcra,Endangered,Unknown
795,Moneta coercervea,Critically Endangered,Unknown
796,Nanume naneum,Endangered,Unknown
797,Phycosoma menustya,Endangered,Unknown
798,Phycosoma spundana,Vulnerable,Unknown
799,Rhomphaea recurvata,Endangered,Unknown
800,Rhomphaea barycephala,Vulnerable,Unknown
801,Robertia braueri,Endangered,Unknown
802,Sesato setosa,Critically Endangered,Unknown
803,Stoda libudum,Vulnerable,Unknown
804,Theridion cloxum,Endangered,Unknown
805,Theridion mehlum,Endangered,Unknown
806,Theridion nagorum,Endangered,Unknown
807,Theridion palanum,Endangered,Unknown
808,Andasta benoiti,Vulnerable,Unknown
809,Andasta siltte,Critically Endangered,Unknown
810,Zoma zoma,Critically Endangered,Unknown
811,Firmicus insularis,Endangered,Unknown
812,Voraptus tenellus,Critically Endangered,Unknown
813,Charinus seychellarum,Vulnerable,Unknown
814,Phrynichus scaber,Vulnerable,Unknown
815,Compsaditha seychellensis,Endangered,Unknown
816,Ideoblothrus seychellesensis,Endangered,Unknown
817,Afrogarypus seychellesensis,Critically Endangered,Unknown
818,Beierolpium benoiti,Vulnerable,Unknown
819,Xenolpium insulare,Vulnerable,Unknown
820,Anatemnus seychellesensis,Endangered,Unknown
821,Nesowithius seychellesensis,Vulnerable,Unknown
822,Anepsiozomus sobrinus,Endangered,Unknown
823,Loveridgelaps elapoides,Vulnerable,Decreasing
824,Lepidodactylus euaensis,Critically Endangered,Stable
825,Lepidodactylus gardineri,Vulnerable,Unknown
826,Lepidodactylus manni,Vulnerable,Unknown
827,Emoia campbelli,Endangered,Decreasing
828,Emoia erronan,Vulnerable,Stable
829,Emoia mokosariniveikau,Endangered,Decreasing
830,Emoia parkeri,Vulnerable,Decreasing
831,Emoia ponapea,Endangered,Decreasing
832,Emoia samoensis,Endangered,Decreasing
833,Emoia slevini,Critically Endangered,Decreasing
834,Emoia tuitarere,Vulnerable,Unknown
835,Emoia trossula,Endangered,Decreasing
836,Leiolopisma alazon,Critically Endangered,Decreasing
837,Elasmias ovatulum,Endangered,Unknown
838,Fundulus jenkinsi,Vulnerable,Unknown
839,Nesiergus insulanus,Vulnerable,Unknown
840,Apozomus gerlachi,Endangered,Unknown
841,Bamazomus aviculus,Vulnerable,Unknown
842,Mahezomus apicoporus,Critically Endangered,Unknown
843,Rhodacmea filosa,Critically Endangered,
844,Mecistocephalus sechellarum,Critically Endangered,Unknown
845,Mecistocephalus cyclops,Critically Endangered,Unknown
846,Ityphilus melanostigmus,Critically Endangered,Unknown
847,Australobius sechellarum,Endangered,Unknown
848,Australobius inflatitarsis,Endangered,Unknown
849,Australobius abbreviatus,Endangered,Unknown
850,Rhinotus crassiceps,Vulnerable,Unknown
851,Pterozonium braueri,Vulnerable,Unknown
852,Gonatotrichus silhouettensis,Endangered,Unknown
853,Pterozonium tropiphorum,Endangered,Decreasing
854,Diglossosternoides curiosus,Critically Endangered,Unknown
855,Ariadna ustulata,Critically Endangered,Decreasing
856,Cephalocassis manillensis,Endangered,Unknown
857,Plicofollis magatensis,Vulnerable,Unknown
858,Aromobates tokuko,Vulnerable,Stable
859,Galaxias anomalus,Critically Endangered,Decreasing
860,Galaxias cobitinis,Critically Endangered,Unknown
861,Galaxias divergens,Endangered,Decreasing
862,Galaxias eldoni,Critically Endangered,Decreasing
863,Galaxias gollumoides,Critically Endangered,Decreasing
864,Galaxias macronasus,Critically Endangered,Decreasing
865,Galaxias prognathus,Critically Endangered,Decreasing
866,Galaxias pullus,Critically Endangered,Decreasing
867,Neochanna heleios,Critically Endangered,Decreasing
868,Gobiomorphus hubbsi,Vulnerable,Decreasing
869,Cheimarrichthys fosteri,Vulnerable,Decreasing
870,Millerichthys robustus,Endangered,Unknown
871,Caridina schenkeli,Vulnerable,Unknown
872,Typhlocaris ayyaloni,Endangered,Unknown
873,Caridina pseudodenticulata,Vulnerable,Decreasing
874,Macrobrachium elegantum,Vulnerable,Unknown
875,Caridina pseudonilotica,Vulnerable,Unknown
876,Typhlatya garciai,Vulnerable,Unknown
877,Leptopalaemon glabrus,Critically Endangered,Unknown
878,Macrobrachium acherontium,Vulnerable,Unknown
879,Arachnochium kulsiense,Endangered,Unknown
880,Sinodina acutipoda,Critically Endangered,Unknown
881,Caridina yilong,Critically Endangered,Unknown
882,Paracaridina longispina,Vulnerable,Unknown
883,Typhlatya miravetensis,Vulnerable,Unknown
884,Typhlatya consobrina,Vulnerable,Unknown
885,Troglocaris bosnica,Vulnerable,Unknown
886,Caridina acutirostris,Vulnerable,Unknown
887,Paratya norfolkensis,Critically Endangered,Unknown
888,Caridina trifasciata,Vulnerable,Unknown
889,Macrobrachium gurudeve,Vulnerable,Unknown
890,Troglocaris neglecta,Vulnerable,Unknown
891,Typhlatya taina,Vulnerable,Unknown
892,Caridina longidigita,Vulnerable,Unknown
893,Typhlocaris salentina,Vulnerable,Unknown
894,Caridina gordonae,Vulnerable,Unknown
895,Macrobrachium hirtimanus,Endangered,Decreasing
896,Macrobrachium minutum,Endangered,Unknown
897,Typhlocaris galilea,Endangered,Unknown
898,Typhlatya garciadebrasi,Vulnerable,Unknown
899,Euryrhynchina edingtonae,Endangered,Unknown
900,Caridina spelunca,Vulnerable,Unknown
901,Caridina ensifera,Vulnerable,Unknown
902,Caridina caerulea,Vulnerable,Unknown
903,Sacalia quadriocellata,Critically Endangered,Decreasing
904,Troglocubanus gibarensis,Vulnerable,Unknown
905,Lancaris kumariae,Critically Endangered,Unknown
906,Palaemonetes mesopotamicus,Critically Endangered,Unknown
907,Macrobrachium purpureamanus,Critically Endangered,Unknown
908,Caridina bunyonyiensis,Vulnerable,Unknown
909,Atya intermedia,Endangered,Unknown
910,Troglocaris prasence,Vulnerable,Unknown
911,Stygiocaris stylifera,Vulnerable,Unknown
912,Stygiocaris lancifera,Vulnerable,Unknown
913,Macrobrachium scorteccii,Critically Endangered,Unknown
914,Macrobrachium tuxtlaense,Vulnerable,Stable
915,Caridina breviata,Vulnerable,Stable
916,Desmocaris bislineata,Endangered,Unknown
917,Typhlatya elenae,Vulnerable,Unknown
918,Troglocaris kapelana,Vulnerable,Unknown
919,Macrobrachium poeti,Endangered,Unknown
920,Dugastella marocana,Endangered,Unknown
921,Caridina sodenensis,Vulnerable,Unknown
922,Troglocubanus inermis,Vulnerable,Unknown
923,Sinodina gregoriana,Endangered,Unknown
924,Macrobrachium acanthochirus,Vulnerable,Decreasing
925,Caridina apodosis,Critically Endangered,Unknown
926,Cryphiops luscus,Critically Endangered,Unknown
927,Troglocubanus calcis,Vulnerable,Unknown
928,Caridina subventralis,Critically Endangered,Unknown
929,Caridina sarasinorum,Vulnerable,Unknown
930,Caridina maculata,Endangered,Decreasing
931,Caridina thermophila,Endangered,Unknown
932,Calathaemon holthuisi,Endangered,Unknown
933,Rhadinella posadasi,Endangered,Unknown
934,Ungaliophis continentalis,Endangered,Unknown
935,Eua globosa,Critically Endangered,Unknown
936,Samoana abbreviata,Critically Endangered,Decreasing
937,Partula auraniana,Endangered,Unknown
938,Samoana diaphana,Endangered,Unknown
939,Samoana cramptoni,Critically Endangered,Unknown
940,Catapyrgus sororius,Vulnerable,Stable
941,Hadopyrgus anops,Endangered,Unknown
942,Hadopyrgus brevis,Endangered,Unknown
943,Hadopyrgus ngataana,Critically Endangered,Decreasing
944,Hadopyrgus rawhiti,Vulnerable,Unknown
945,Kuschelita inflata,Critically Endangered,Unknown
946,Kuschelita mica,Critically Endangered,Unknown
947,Leptopyrgus manneringi,Endangered,Decreasing
948,Leptopyrgus melbourni,Vulnerable,Unknown
949,Meridiopyrgus murihiku,Endangered,Unknown
950,Opacuincola cervicesmadentes,Vulnerable,Unknown
951,Opacuincola dulcinella,Vulnerable,Unknown
952,Opacuincola eduardstraussi,Vulnerable,Unknown
953,Opacuincola johannstraussi,Vulnerable,Unknown
954,Opacuincola josefstraussi,Vulnerable,Unknown
955,Opacuincola lentesferens,Vulnerable,Unknown
956,Opacuincola ngatapuna,Vulnerable,Unknown
957,Opacuincola ovata,Vulnerable,Unknown
958,Opacuincola permutata,Vulnerable,Unknown
959,Potamopyrgus acus,Critically Endangered,Decreasing
960,Potamopyrgus doci,Vulnerable,Stable
961,Potamopyrgus kaitunuparaoa,Vulnerable,Unknown
962,Potamopyrgus oppidanus,Critically Endangered,Decreasing
963,Tongapyrgus kohitatea,Vulnerable,Unknown
964,Tongapyrgus subterraneus,Endangered,Unknown
